customer_id,customer_name,region,signup_date
1501,Isha Joshi,east,2023-04-04
1502,Meera Desai,east,2024-02-23
1503,Ananya Nair,east,2024-11-17
1504,Vihaan Yadav,east,2023-12-04
1505,Isha Joshi,east,2023-10-23
1506,Diya Bhat,east,2023-02-07
1507,Kavya Reddy,east,2023-11-19
1508,Rohan Nair,east,2023-04-29
1509,Diya Gowda,east,2023-01-02
1510,Ritika Chatterjee,east,2024-02-28
1511,Vivaan Kumar,east,2024-06-14
1512,Aarya Das,east,2024-05-25
1513,Kavya Sharma,east,2023-07-28
1514,Rohan Bhat,east,2023-05-15
1515,Ishan Chatterjee,east,2024-05-11
1516,Vihaan Patel,east,2024-10-07
1517,Tara Singh,east,2023-06-12
1518,Ishan Bhat,east,2023-01-15
1519,Ritika Roy,east,2023-04-06
1520,Rohit Rao,east,2024-04-17
1521,Vihaan Gupta,east,2024-05-25
1522,Ishan Gowda,east,2023-10-07
1523,Isha Joshi,east,2024-04-28
1524,Rohit Chatterjee,east,2024-07-18
1525,Arjun Mehta,east,2023-07-15
1526,Tara Gowda,east,2023-05-20
1527,Aditya Poojari,east,2024-02-29
1528,Ananya Gowda,east,2023-10-01
